"Text","Embedding"
"AudioBook Generator","-0.074311, -0.004400, -0.117654, -0.042347, -0.069597, 0.038976, -0.084545, -0.048472, 0.012475, -0.039609, 0.020354, -0.013408, 0.038650, -0.132438, -0.040618, 0.006725, -0.010049, -0.008743, 0.032172, -0.084842, 0.046257, 0.066874, 0.033171, 0.017621, 0.048204, 0.006700, 0.016333, 0.067667, 0.045034, -0.044596, 0.093675, 0.025067, 0.066622, -0.011657, -0.071650, -0.012630, 0.030746, 0.021178, 0.071320, -0.002185, 0.009768, -0.000009, 0.009250, -0.002096, -0.074269, -0.073184, -0.104268, -0.004546, 0.035921, 0.037660, -0.026447, -0.091614, -0.019676, -0.030398, -0.021797, 0.056053, 0.070530, 0.030106, 0.040720, -0.009112, -0.019457, -0.035761, -0.030192, -0.039958, -0.005955, -0.014360, -0.001599, 0.037920, 0.005325, -0.037098, -0.114947, -0.023598, 0.061767, 0.055552, 0.019280, -0.014696, -0.017870, -0.069152, 0.019944, 0.002997, -0.029553, -0.030790, 0.082441, -0.060892, -0.053729, 0.012011, 0.059395, -0.008540, -0.007073, -0.001739, -0.057100, 0.006937, 0.136357, 0.010201, -0.067885, 0.039669, 0.027570, -0.042647, 0.059298, 0.051419, 0.011792, 0.075615, 0.099816, -0.039820, -0.029169, -0.136663, 0.016683, 0.031723, -0.020535, -0.069603, 0.015142, 0.011906, -0.039654, -0.056268, 0.079267, 0.030367, 0.009323, -0.030394, 0.022557, 0.049219, -0.020617, 0.043432, -0.065194, 0.045475, -0.042788, -0.026161, 0.021748, -0.000000, 0.017762, 0.028372, -0.016283, 0.018611, 0.094915, -0.081044, -0.032705, 0.002462, 0.029038, 0.041199, 0.005127, 0.074820, -0.087450, 0.089823, 0.007671, -0.026647, -0.098078, 0.059541, -0.041601, -0.037681, 0.006286, -0.035384, 0.034969, 0.001798, 0.119888, 0.108662, 0.090211, -0.046085, 0.033667, 0.006377, -0.004741, -0.040910, -0.038844, -0.142831, -0.050013, 0.034240, -0.039903, 0.063978, 0.040567, -0.016300, -0.061857, -0.004834, 0.001438, -0.025393, 0.013392, 0.046700, 0.032401, 0.098327, 0.084475, -0.014938, -0.032276, -0.011410, -0.021289, 0.008607, 0.016988, -0.054370, 0.044789, 0.106327, 0.102069, 0.021426, 0.041215, 0.123056, 0.059138, 0.004629, 0.032781, 0.023273, 0.064947, -0.029304, 0.040955, -0.072390, -0.066912, -0.039773, 0.053703, -0.093236, -0.077003, 0.027048, -0.007691, -0.022379, -0.118711, -0.083876, -0.017624, 0.027778, -0.011867, -0.108798, -0.017079, 0.042910, -0.005612, -0.076476, -0.082800, -0.027992, -0.014109, 0.032427, -0.027827, 0.020189, -0.009149, 0.000000, 0.053229, 0.015747, 0.001327, 0.033817, 0.088855, 0.081487, 0.084525, 0.044136, -0.092289, -0.053661, -0.012604, 0.028698, 0.022591, -0.000699, -0.037163, -0.045500, -0.009923, 0.006941, -0.017836, -0.024216, -0.049139, 0.057767, 0.056287, 0.000315, 0.028555, -0.008679, -0.074901, 0.015720, -0.013961, 0.051240, -0.002152, -0.014560, 0.033178, -0.046981, -0.036698, -0.017054, 0.082368, 0.049401, 0.016025, -0.014042, -0.008451, 0.054561, 0.010286, -0.041493, -0.020209, 0.010461, -0.029262, 0.029118, -0.017433, -0.029061, 0.029003, 0.011127, 0.066159, -0.105814, -0.036501, -0.002997, 0.000023, -0.022231, 0.065172, 0.012420, -0.123532, -0.012326, 0.040104, -0.112745, -0.039462, 0.015229, 0.028397, 0.030609, 0.053161, 0.058617, 0.042383, 0.066647, 0.057986, 0.021484, -0.039944, 0.109001, -0.064934, -0.048680, -0.092039, -0.050724, -0.031401, 0.013501, 0.042621, 0.010876, 0.014603, 0.007853, 0.085666, -0.045642, -0.022765, 0.041662, 0.012209, 0.118491, 0.027106, 0.067574, 0.009428, -0.000000, -0.013913, 0.033015, 0.021593, -0.037550, 0.004828, -0.012434, 0.066115, -0.032435, 0.038128, -0.047625, 0.067328, -0.081699, 0.041950, 0.073929, 0.005102, -0.012615, 0.048560, 0.104636, -0.005293, -0.078496, 0.042177, 0.040020, 0.036335, 0.031519, 0.088516, 0.004362, -0.015915, 0.024507, 0.023987, -0.018173, -0.038524, 0.083510, -0.044234, 0.004674, 0.050352, 0.009845, -0.102729, -0.002319, -0.059397, -0.033265, -0.002801, -0.032856, -0.104247, -0.052203, -0.063725, -0.037242, 0.065311, -0.069951, 0.014860, 0.069589, -0.044617, 0.012279, 0.070602, -0.031466, 0.052033, 0.033878, -0.051011, 0.094367, -0.009056, -0.040418, -0.011878, -0.005119, 0.011200, 0.018385"
"1. Introduction / Objective","0.008936, 0.073628, -0.059527, -0.006397, -0.024584, 0.058457, 0.100373, 0.039424, -0.105271, 0.050668, 0.014433, 0.007390, 0.020776, -0.035901, -0.060581, 0.024181, 0.078176, -0.096250, -0.001296, -0.007946, 0.082062, 0.027462, 0.028929, 0.039338, -0.075710, 0.061387, 0.029726, 0.027442, 0.071262, 0.013861, 0.026527, 0.031248, 0.110301, 0.013222, -0.012906, 0.062680, 0.068678, 0.002408, -0.008794, 0.032788, -0.064971, -0.054105, -0.035104, -0.005672, 0.035744, -0.045143, 0.001871, 0.000768, -0.040696, -0.044997, -0.080781, -0.059199, -0.105799, -0.043841, 0.046687, -0.009956, -0.045455, -0.052716, 0.014389, -0.061598, 0.025426, -0.037486, -0.032078, 0.101389, 0.151597, -0.055606, -0.004132, 0.019543, -0.035128, 0.066756, -0.016173, 0.005508, -0.027284, -0.019676, -0.031502, -0.094049, -0.015544, -0.003945, 0.021632, -0.089076, 0.071397, -0.023940, 0.039712, 0.087633, -0.023924, -0.009325, -0.008395, -0.063597, -0.016616, 0.026219, 0.029200, -0.027141, 0.021436, 0.050156, 0.058571, 0.019829, -0.025489, -0.076385, 0.045728, 0.116017, 0.043173, -0.024224, -0.047010, 0.018233, -0.035677, -0.133510, -0.050010, -0.038882, -0.017413, 0.028366, -0.023795, -0.036857, -0.077138, -0.037990, 0.043192, -0.048959, 0.055455, 0.051280, 0.024584, 0.005236, -0.028296, -0.050042, -0.013713, -0.000033, -0.044460, 0.002683, -0.042065, -0.000000, -0.085217, -0.055012, -0.019390, 0.114685, -0.053354, -0.014885, -0.033149, -0.045171, 0.045768, 0.018123, 0.023908, 0.120187, -0.015230, 0.032526, 0.121206, -0.094930, -0.088433, 0.114281, -0.037743, -0.011386, -0.023919, 0.048646, 0.009003, -0.070693, -0.002267, 0.034464, 0.040842, -0.113322, -0.015704, 0.031423, 0.035198, -0.000440, -0.062384, -0.039926, -0.029684, 0.024311, 0.031212, -0.062619, -0.013694, -0.092799, -0.079852, 0.026525, 0.045328, -0.050101, 0.066391, 0.089656, 0.056594, -0.004611, 0.042656, 0.046884, -0.069271, 0.018809, 0.026230, 0.003670, 0.033356, 0.015940, -0.078374, -0.017853, -0.035248, 0.031154, -0.004947, 0.035403, -0.039556, -0.036554, 0.005030, 0.065473, -0.003788, -0.068833, 0.088664, -0.014589, -0.101593, 0.022166, -0.002011, -0.026464, -0.052508, 0.056869, 0.025470, 0.070475, -0.049059, -0.083045, -0.094328, 0.075268, 0.021318, -0.011636, -0.048867, 0.000320, 0.044496, -0.026434, -0.032425, 0.106438, -0.008428, 0.026045, -0.065598, 0.072948, 0.063177, 0.000000, 0.023567, 0.029123, -0.066185, -0.011313, 0.065976, 0.036031, -0.104939, -0.041575, 0.053067, 0.026692, -0.103830, -0.026460, 0.073149, 0.031631, -0.077472, -0.059182, 0.019551, -0.016744, -0.049451, 0.025755, 0.021936, 0.088122, -0.067146, -0.105636, -0.026617, 0.080881, -0.004294, 0.003531, -0.001967, -0.054638, 0.024363, -0.014069, -0.067172, 0.012562, -0.022864, 0.078094, 0.008066, -0.033799, 0.040562, 0.049920, 0.090244, 0.015111, 0.006474, -0.009433, 0.003111, -0.015409, 0.005795, 0.044089, -0.001271, -0.004711, 0.018523, 0.022543, -0.008553, -0.064847, -0.056565, 0.030097, 0.073002, -0.068964, 0.090817, 0.046098, 0.026494, 0.065749, -0.091007, 0.076019, -0.054250, -0.004202, -0.010120, 0.020290, 0.023696, -0.008401, -0.075659, -0.023744, -0.006119, -0.056986, -0.068423, 0.015493, -0.008404, -0.024012, -0.014565, -0.036253, 0.013375, 0.054016, -0.001981, 0.006977, 0.007221, 0.026929, 0.039800, 0.006152, 0.031495, -0.003739, -0.057781, -0.010568, -0.051023, -0.003587, -0.058808, -0.000000, -0.071721, -0.051786, 0.038405, 0.055547, 0.026679, 0.042297, -0.001517, -0.008916, -0.032953, 0.030835, -0.040652, 0.034108, -0.092434, 0.137184, -0.032807, -0.002338, -0.054858, -0.011487, -0.059977, -0.021758, 0.089557, 0.025630, -0.059516, -0.062592, 0.041488, 0.012699, -0.035655, -0.037728, 0.011388, 0.061442, 0.016565, 0.171067, -0.014252, 0.026504, -0.051575, 0.008544, 0.025203, 0.012726, -0.046218, -0.054495, -0.061179, 0.027147, 0.017673, -0.025316, 0.012194, 0.032326, -0.061801, 0.031139, -0.023263, -0.029436, -0.051969, -0.010211, 0.070564, 0.028515, 0.048174, 0.066212, 0.008649, -0.030540, -0.033850, 0.074096, 0.043943, 0.103351, -0.036178, 0.039930"
"AudioBook Generator is a web application that allows users to upload one or more text","-0.068809, -0.013038, -0.135976, -0.030270, 0.005165, 0.048383, -0.068300, -0.017445, 0.025957, -0.034029, 0.002119, 0.033342, 0.063266, -0.110555, -0.012372, 0.008505, 0.013876, -0.049048, 0.003237, -0.089286, 0.051223, 0.053767, 0.044287, 0.032234, 0.060084, 0.005037, -0.031657, 0.075697, 0.063448, -0.000039, 0.079085, 0.010461, 0.068570, 0.011975, -0.081090, -0.004474, -0.003031, -0.000476, 0.019570, -0.033327, -0.004706, -0.018368, -0.033740, 0.049796, -0.074681, -0.070496, -0.119490, 0.002894, 0.026492, 0.050485, -0.015531, -0.106965, -0.015763, 0.007843, -0.077170, 0.009776, 0.033509, 0.015513, 0.035340, -0.004776, -0.015392, -0.049224, 0.004568, 0.004890, 0.036952, 0.004295, -0.013633, 0.017709, -0.040777, -0.085150, -0.109381, 0.001652, 0.031863, 0.123602, -0.003337, -0.066790, -0.002297, 0.000246, -0.012254, 0.037561, -0.003202, -0.039619, 0.092508, -0.044321, -0.054612, 0.001213, 0.047532, -0.031320, -0.020762, -0.008046, -0.044161, -0.014053, 0.156923, 0.021351, -0.115004, 0.037937, 0.006172, 0.000633, 0.034273, -0.014686, 0.012864, 0.019758, 0.085615, -0.074492, -0.012171, -0.115334, 0.068270, 0.013965, 0.041554, -0.064619, -0.012509, -0.053942, -0.062071, -0.061907, 0.015652, 0.041247, -0.045498, 0.009869, 0.043209, 0.050209, -0.028217, 0.047476, -0.074578, -0.010498, -0.011473, -0.067479, 0.057857, -0.000000, 0.028762, 0.026822, -0.002452, 0.007391, 0.085026, -0.092274, -0.048264, -0.012849, -0.019381, -0.051247, 0.007895, 0.070433, -0.044605, 0.107518, 0.022747, -0.021650, -0.120459, 0.094437, 0.032393, 0.009161, -0.002726, -0.051600, 0.022763, 0.025788, 0.092118, 0.094660, 0.058717, 0.001517, 0.055766, -0.005003, -0.002832, -0.078991, -0.015022, -0.104915, -0.037868, 0.017742, -0.014818, 0.018563, 0.050890, -0.038403, -0.055267, -0.045045, -0.038731, -0.036708, -0.040201, 0.026906, -0.017232, 0.034921, -0.001259, -0.008180, -0.012989, 0.013349, -0.002061, 0.045987, 0.008930, 0.008607, 0.044737, 0.028002, 0.068433, -0.006976, 0.053800, 0.036468, 0.031146, -0.002570, 0.044334, -0.031242, 0.061766, -0.001904, 0.048786, -0.009970, -0.053619, -0.020994, 0.049538, -0.066142, -0.078971, -0.010776, -0.032872, -0.033357, -0.111305, 0.025596, -0.046845, -0.054190, 0.012153, -0.080158, -0.026597, 0.063540, -0.048064, -0.083468, -0.074093, -0.012812, -0.018811, 0.084377, -0.073250, 0.029205, 0.045997, 0.000000, 0.000028, 0.047613, -0.051820, 0.036865, 0.088186, 0.121381, 0.131937, 0.065210, -0.057603, -0.054958, -0.028859, 0.064032, -0.016282, -0.043564, -0.075602, -0.062889, -0.019460, -0.008254, -0.034033, -0.036219, -0.051868, 0.018734, 0.060576, 0.014912, 0.046968, -0.028910, -0.099114, 0.022054, 0.000895, 0.040305, 0.033817, -0.008548, 0.003069, -0.089335, -0.017055, -0.000016, 0.104279, 0.104881, 0.049784, 0.044856, 0.033592, 0.040596, 0.032659, -0.061812, -0.028641, 0.000415, -0.088153, 0.006138, -0.007542, -0.026748, 0.041124, -0.010859, 0.069254, -0.059964, -0.012899, -0.020394, -0.003336, -0.014668, 0.048492, 0.015220, -0.099523, -0.015447, 0.021470, -0.087076, -0.008678, 0.022618, 0.019770, 0.036961, 0.005139, 0.074529, 0.041873, 0.024563, 0.047721, 0.034821, -0.043064, 0.072261, -0.018603, -0.044066, -0.110593, -0.097509, 0.001838, 0.044556, 0.054839, 0.022253, 0.002366, -0.009144, 0.044579, -0.050264, -0.064321, 0.030274, -0.022332, 0.127038, 0.006695, 0.042797, -0.024296, -0.000000, -0.008464, 0.008351, -0.023812, -0.063070, -0.014073, 0.020199, 0.044161, -0.018425, 0.075591, -0.089923, 0.052962, -0.077687, 0.042656, 0.061494, -0.014198, -0.006079, 0.054679, 0.078158, 0.010944, -0.117446, 0.080362, 0.041780, -0.009959, 0.019370, 0.115104, 0.034561, -0.016095, 0.066898, 0.015230, -0.049838, -0.024993, 0.057686, -0.041958, 0.001057, 0.058800, 0.028342, -0.085362, -0.039329, -0.068977, -0.026380, 0.027211, 0.033839, -0.020178, -0.052199, -0.013666, -0.000782, 0.062149, -0.099025, 0.015031, 0.033144, -0.062707, 0.017848, 0.083196, 0.003736, -0.004491, 0.027353, -0.008368, 0.096085, 0.033329, -0.006078, 0.034395, 0.036803, 0.052231, 0.041676"
"documents (PDF, DOCX, TXT) and automatically converts them into high-quality","-0.023140, 0.031666, -0.027316, 0.016124, 0.018974, -0.067008, -0.015378, 0.034948, 0.005535, 0.013693, -0.062136, 0.086903, 0.097726, 0.024528, -0.042856, -0.017925, 0.019821, 0.031485, -0.032204, -0.016760, 0.000009, 0.019257, 0.056406, -0.057541, 0.056989, 0.030946, -0.054315, -0.076659, -0.035754, -0.051475, 0.011144, 0.022273, 0.059145, -0.003959, 0.031678, 0.000688, 0.066220, -0.031216, 0.005316, -0.025436, 0.026223, -0.048066, -0.073703, 0.002429, 0.020174, -0.034624, -0.027920, 0.006853, 0.020299, 0.057093, -0.139607, 0.018089, -0.065214, 0.007917, 0.023399, 0.075969, 0.014015, 0.052929, -0.097916, -0.055620, -0.062082, 0.030163, -0.042134, 0.022344, 0.032919, 0.095613, -0.002535, 0.074912, 0.022236, 0.014069, -0.117661, 0.001072, 0.012202, 0.061378, 0.021236, 0.023376, -0.059550, -0.062781, -0.045893, -0.012716, 0.035749, -0.010548, 0.049134, 0.047933, -0.026203, -0.047044, 0.066243, -0.017659, -0.009841, 0.032349, -0.089124, -0.017681, 0.020011, -0.030696, -0.079339, -0.020733, 0.061299, -0.082271, 0.115454, 0.052224, 0.067872, -0.037884, 0.053766, -0.127402, -0.032368, -0.045758, 0.049068, -0.014522, 0.027005, -0.049475, 0.014406, -0.046920, -0.103247, -0.116498, 0.004005, 0.079881, -0.009645, -0.021513, -0.043883, 0.021613, -0.065323, -0.005091, -0.001851, 0.025807, 0.001642, 0.004945, 0.044673, -0.000000, -0.086880, 0.026401, -0.002838, 0.087284, -0.013199, 0.064811, -0.066955, -0.064470, -0.009986, -0.048005, -0.030850, 0.057071, -0.045131, 0.058677, 0.024777, -0.042345, -0.105082, 0.058285, -0.010912, 0.067754, 0.011182, 0.042137, 0.044955, -0.011066, -0.034893, 0.014243, 0.036739, -0.018663, -0.031664, -0.046206, -0.016051, -0.026045, 0.092770, 0.007023, -0.092996, 0.049054, -0.087218, -0.013741, 0.041629, -0.002856, -0.022656, 0.038640, 0.104351, 0.016163, 0.011338, 0.072009, 0.029940, -0.000689, -0.009745, -0.058472, 0.039878, -0.024607, 0.033492, 0.067646, -0.013344, 0.003554, 0.084910, 0.005215, 0.059728, -0.011105, 0.064323, -0.002171, -0.028729, -0.010078, 0.042083, -0.054521, 0.076869, 0.022794, -0.033511, 0.003789, -0.010445, 0.027227, -0.039140, -0.062566, 0.068990, 0.024684, 0.025931, 0.014024, -0.022556, -0.034294, -0.054914, 0.012450, 0.094097, -0.120731, -0.005874, -0.011141, -0.074032, -0.047592, -0.003070, 0.026393, 0.026465, 0.012068, 0.008418, -0.023370, 0.055442, 0.000000, 0.005416, -0.037046, -0.010668, 0.179506, -0.070444, 0.057147, -0.062330, 0.064893, -0.001934, -0.030240, -0.008480, -0.051780, -0.000641, -0.101311, -0.033157, -0.110593, 0.058390, -0.002266, -0.029854, -0.020881, 0.000014, -0.010262, 0.042791, 0.053062, 0.063881, 0.036053, -0.084749, 0.023928, -0.012963, 0.012950, -0.028319, 0.007468, -0.008868, 0.037361, 0.011903, -0.019816, 0.067781, 0.119638, -0.035954, 0.042774, -0.006944, -0.001128, -0.068639, -0.049932, -0.021153, -0.037505, -0.073663, 0.011991, 0.030674, 0.031162, 0.009964, 0.010797, 0.007250, -0.040454, -0.045253, -0.026499, -0.030229, -0.042875, -0.009456, 0.058844, -0.081629, -0.017236, 0.036795, -0.029074, 0.004020, -0.055160, -0.062816, -0.000918, -0.035509, 0.097824, 0.074821, -0.032369, 0.021781, 0.003934, 0.026954, -0.020984, 0.058259, 0.026654, 0.010887, -0.072588, 0.093440, 0.047430, 0.071397, 0.057842, 0.006551, 0.106667, -0.042746, -0.051179, 0.013703, 0.065326, 0.019434, 0.079462, 0.040492, -0.014460, -0.075180, -0.000000, -0.047486, -0.004091, -0.092747, 0.021447, -0.055442, -0.030948, -0.002814, 0.092768, 0.003414, -0.137355, 0.025757, -0.136156, -0.062734, -0.085284, 0.084355, 0.028725, 0.064876, 0.040723, -0.021582, -0.002905, -0.009616, 0.010044, 0.028246, 0.066353, 0.042881, 0.026132, -0.006719, 0.027614, 0.060104, -0.021643, 0.010626, -0.007253, -0.084801, 0.043126, 0.033246, 0.057963, 0.068879, 0.035721, -0.089158, -0.039853, -0.027115, 0.084729, -0.114345, -0.034345, 0.037069, -0.073464, 0.077501, -0.025356, 0.035531, -0.029141, 0.024785, 0.015825, 0.048619, -0.044482, -0.083774, -0.060477, 0.082683, 0.091148, 0.071157, -0.007680, 0.015079, -0.053588, 0.080865, 0.033459"
"audiobooks. The application leverages Large Language Models (LLMs) to rewrite extracted","-0.049597, -0.073560, -0.002858, -0.025998, 0.025901, 0.043274, -0.105984, -0.037296, 0.060917, -0.029221, -0.025605, 0.019749, 0.004994, -0.056052, 0.016131, 0.022609, 0.027362, 0.080143, -0.004774, -0.065105, 0.050713, 0.090531, -0.030058, 0.031679, 0.091458, -0.001657, 0.006417, 0.055105, 0.050472, -0.062444, 0.042861, 0.109348, 0.079499, 0.039940, -0.020219, 0.006030, -0.042312, -0.049447, 0.029603, -0.008766, -0.029226, 0.035992, 0.005188, -0.033709, 0.029868, -0.101823, -0.056764, 0.016124, -0.032798, 0.091039, -0.105114, -0.037113, -0.089539, 0.051929, -0.009485, -0.025137, 0.068753, 0.012664, 0.009046, -0.016305, -0.049068, -0.072315, -0.088740, 0.083254, 0.013728, 0.035430, -0.054751, 0.091283, 0.004311, -0.020321, -0.099358, -0.010387, 0.008902, 0.048301, -0.054771, -0.042052, -0.014617, -0.004090, 0.069498, -0.061060, -0.011168, -0.016911, 0.055408, -0.044729, 0.043942, -0.007909, 0.032799, -0.051520, 0.053861, 0.027384, -0.057409, -0.104897, 0.098715, 0.024782, -0.015401, 0.047894, 0.028410, -0.017255, 0.055126, 0.068077, 0.020971, 0.068410, 0.054099, -0.112068, -0.091701, -0.063104, 0.046642, 0.017231, 0.019926, -0.058429, 0.010552, 0.028396, -0.020121, -0.041308, 0.084837, -0.072991, 0.068956, -0.084095, 0.003071, 0.062599, -0.110911, 0.052822, 0.005038, -0.021248, -0.016046, 0.028090, -0.034801, -0.000000, 0.017917, 0.054173, -0.031855, 0.021671, 0.073743, -0.059066, 0.027121, 0.024924, -0.012325, 0.002826, -0.043975, 0.099259, -0.059614, 0.001690, -0.014465, 0.037347, -0.070046, 0.108534, -0.053073, 0.017105, 0.030812, 0.016272, 0.038931, -0.036336, 0.053775, 0.086862, 0.088857, -0.093517, 0.005824, 0.037972, -0.033195, -0.077356, -0.016002, -0.076021, 0.025924, 0.020598, 0.023722, -0.009815, 0.045114, -0.057389, -0.010781, 0.021366, 0.013350, -0.049307, -0.086772, 0.027654, -0.011862, 0.035776, 0.055806, -0.027616, 0.067336, 0.013628, -0.032691, 0.021937, -0.031531, -0.015135, 0.010825, 0.022311, 0.040071, 0.036349, 0.032840, 0.083543, 0.055946, 0.012327, 0.109598, 0.012237, -0.038050, 0.027955, 0.052147, -0.056237, -0.068579, -0.045270, 0.036066, -0.042881, -0.035901, -0.047450, 0.023714, -0.042506, -0.000312, -0.054015, -0.007628, 0.004865, 0.017139, -0.080564, -0.044819, -0.004562, 0.007949, -0.182593, -0.015711, 0.015311, -0.011125, 0.000658, -0.051422, 0.027973, 0.017284, 0.000000, -0.010431, -0.006406, -0.005790, 0.024542, -0.025727, -0.016496, -0.004200, 0.105187, -0.029444, -0.083969, -0.031059, -0.091283, 0.047903, -0.048088, -0.012295, -0.081482, 0.063618, -0.033206, 0.019164, 0.027352, -0.059952, 0.075370, -0.011103, 0.021971, -0.001749, 0.045536, -0.072886, 0.016756, 0.001570, 0.034569, -0.013988, -0.057215, -0.075707, -0.053188, -0.100396, 0.031975, 0.035937, 0.059443, 0.056298, -0.001532, 0.098302, 0.011802, -0.040713, -0.036647, 0.019916, -0.037699, -0.112914, 0.051659, 0.043405, -0.090266, 0.047028, -0.011764, 0.026678, -0.031594, -0.020906, -0.011816, 0.003752, -0.116825, 0.003352, -0.016756, -0.121136, -0.017743, 0.016472, -0.114365, 0.040660, -0.012840, 0.000132, -0.010981, -0.051574, -0.033524, 0.057648, -0.019966, -0.045017, 0.067547, -0.052066, 0.036547, -0.053425, -0.074678, -0.066458, -0.062012, 0.000648, 0.003827, 0.083218, 0.050817, 0.065796, 0.055083, 0.036106, -0.011809, 0.006881, 0.025219, -0.027002, 0.109947, 0.088577, 0.080676, -0.024661, -0.000000, -0.080911, 0.005122, -0.008333, 0.018549, -0.017520, -0.008753, -0.033571, 0.079077, 0.038533, -0.019105, 0.033064, -0.046947, -0.054918, 0.048690, -0.021484, 0.081468, 0.032916, 0.108527, -0.048243, -0.037552, 0.048567, 0.102051, 0.060769, 0.069425, 0.119741, -0.002311, -0.000995, 0.070841, 0.062728, 0.002856, -0.064063, 0.073034, -0.042255, 0.043261, 0.040374, 0.003551, 0.013738, 0.025159, -0.026731, -0.006725, 0.025789, 0.018091, -0.091672, 0.023211, 0.021101, -0.044887, 0.023595, -0.072428, 0.068456, 0.013267, -0.035814, 0.021359, -0.021606, 0.003771, 0.003530, 0.043718, -0.016328, 0.041883, 0.028883, -0.028719, 0.016390, -0.015322, 0.007591, 0.032724"
"text in an engaging, listener-friendly “audiobook style” before using open-source Text-to-","0.028607, -0.025449, -0.031614, -0.007597, 0.024008, 0.032064, 0.004428, -0.015152, 0.051067, -0.033829, -0.035104, 0.065047, -0.001264, -0.068403, 0.033249, 0.016805, 0.115688, 0.010050, 0.052883, -0.006997, 0.025362, 0.103319, 0.076919, 0.025931, 0.032699, 0.004000, 0.012092, 0.059732, 0.047302, -0.000712, 0.004571, 0.053408, 0.112895, -0.037785, -0.113917, -0.038222, 0.041792, 0.022429, -0.021772, -0.018728, -0.000590, -0.011360, 0.007628, 0.033912, -0.066897, -0.106090, -0.077588, -0.034190, 0.006066, 0.035531, -0.062400, -0.103681, -0.021879, -0.016244, -0.054462, 0.047996, 0.004183, 0.016510, 0.055158, 0.011433, 0.001342, -0.035914, -0.002418, 0.046176, -0.009254, 0.013850, 0.021201, 0.070249, -0.064077, 0.013856, -0.013123, 0.011524, 0.102605, 0.046345, -0.012884, 0.004210, -0.024981, -0.079156, -0.016865, 0.031982, 0.018206, -0.021764, 0.059170, -0.003863, -0.077060, 0.049084, 0.016927, -0.044749, -0.039621, -0.003053, -0.047772, -0.042388, 0.100949, -0.011426, -0.067387, -0.016768, -0.012961, -0.070477, 0.030829, 0.025586, 0.010339, 0.056673, 0.007520, -0.025500, -0.054363, -0.080099, 0.042757, 0.008875, -0.036755, -0.023726, 0.070603, -0.086908, -0.047496, -0.070008, 0.010654, 0.015544, 0.037632, -0.052453, 0.095551, 0.023923, 0.014730, 0.009209, -0.063073, 0.016950, -0.006607, -0.002056, 0.056048, -0.000000, 0.028582, 0.075001, 0.050701, 0.042168, 0.057558, -0.062389, -0.079968, -0.032510, -0.008844, 0.018553, 0.018832, 0.069941, -0.014877, 0.017613, -0.012069, 0.009066, -0.170522, 0.073611, -0.057578, 0.015736, -0.024889, -0.038317, 0.046870, 0.011392, 0.025909, 0.031985, 0.050693, -0.106122, 0.049480, -0.005960, -0.038395, -0.049809, 0.041283, -0.124077, -0.013833, 0.023777, -0.008171, 0.009537, 0.086162, -0.015597, -0.072718, -0.030728, 0.024157, -0.061068, -0.019830, 0.101898, 0.006230, 0.025435, -0.009772, -0.015132, -0.041373, 0.019638, 0.010608, 0.022098, 0.009209, -0.047356, 0.061958, 0.032469, 0.070154, 0.051827, 0.005963, 0.091596, 0.112067, -0.072224, 0.022581, 0.075095, -0.037702, -0.049648, -0.022813, -0.100339, -0.061038, 0.009740, -0.065876, 0.006403, -0.069763, -0.005979, -0.011732, -0.100446, 0.053665, -0.035164, 0.041711, -0.065769, 0.041807, 0.003557, -0.056386, -0.006366, -0.059609, -0.167441, -0.067980, 0.053433, -0.024718, 0.073181, -0.079999, 0.001020, 0.049205, 0.000000, 0.038150, -0.012212, -0.050786, 0.026344, 0.072030, 0.105202, 0.035337, 0.084128, 0.041568, -0.035037, 0.027277, 0.055047, -0.020769, -0.062851, 0.012240, -0.093711, 0.011689, 0.035278, -0.028599, -0.013429, -0.004494, -0.043481, 0.011978, -0.044164, 0.055925, 0.025461, -0.057619, 0.021531, -0.027069, 0.016604, -0.012180, 0.024665, 0.005343, -0.087069, -0.023500, 0.057340, 0.037853, 0.053929, -0.027872, -0.007270, 0.083843, 0.007135, -0.011489, -0.073934, -0.037611, -0.026599, -0.127088, -0.026640, -0.023009, -0.028193, 0.018650, -0.027286, 0.031598, -0.101558, -0.075968, -0.004501, -0.036490, 0.003426, 0.003556, 0.018370, -0.088586, -0.049020, -0.025655, -0.077102, 0.038980, -0.044989, 0.065833, 0.048886, 0.064076, 0.016543, 0.030414, -0.000516, -0.002761, 0.058153, -0.033140, 0.088742, 0.041301, -0.051468, -0.147827, -0.019846, 0.012167, 0.039036, 0.040587, 0.036983, 0.068205, 0.143507, -0.024160, -0.070900, -0.068968, 0.095256, -0.033942, 0.110422, 0.000431, 0.065179, 0.005857, -0.000000, -0.068835, -0.036862, -0.023394, 0.003157, -0.046406, 0.009872, 0.030493, -0.063684, -0.015033, -0.022995, 0.003579, -0.047382, 0.079779, 0.084384, -0.032711, 0.078379, 0.004321, 0.019109, -0.056742, -0.057992, 0.061886, 0.081469, 0.027116, -0.012604, 0.019315, 0.066476, 0.013946, 0.038990, 0.083226, -0.003433, -0.014981, 0.053762, -0.087297, 0.008093, -0.041112, -0.014579, -0.000096, -0.009433, -0.030600, 0.010867, -0.052409, 0.043793, -0.085380, -0.025794, -0.006421, 0.048695, 0.090265, -0.055389, 0.029723, 0.036469, -0.032118, 0.001184, -0.008393, -0.001884, 0.044454, -0.005656, -0.042701, 0.145421, -0.056275, 0.000716, 0.011304, -0.015044, -0.002909, 0.057126"
